省,省代码,市,市代码,区(县),区(县)代码
河南省,41,安阳市,05,文峰区,02
河南省,41,安阳市,05,北关区,03
河南省,41,安阳市,05,殷都区,05
河南省,41,安阳市,05,龙安区,06
河南省,41,安阳市,05,安阳县,22
河南省,41,安阳市,05,汤阴县,23
河南省,41,安阳市,05,滑县,26
河南省,41,安阳市,05,内黄县,27
河南省,41,安阳市,05,林州市,81
河南省,41,鹤壁市,06,市辖区,01
河南省,41,鹤壁市,06,鹤山区,02
河南省,41,鹤壁市,06,山城区,03
河南省,41,鹤壁市,06,淇滨区,11
河南省,41,鹤壁市,06,浚县,21
河南省,41,鹤壁市,06,淇县,22
河南省,41,新乡市,07,市辖区,01
河南省,41,新乡市,07,红旗区,02
河南省,41,新乡市,07,卫滨区,03
河南省,41,新乡市,07,凤泉区,04
河南省,41,新乡市,07,牧野区,11
河南省,41,新乡市,07,新乡县,21
河南省,41,新乡市,07,获嘉县,24
河南省,41,新乡市,07,原阳县,25
河南省,41,新乡市,07,延津县,26
河南省,41,新乡市,07,封丘县,27
河南省,41,新乡市,07,长垣县,28
河南省,41,新乡市,07,卫辉市,81
河南省,41,新乡市,07,辉县市,82
河南省,41,焦作市,08,市辖区,01
河南省,41,焦作市,08,解放区,02
河南省,41,焦作市,08,中站区,03
河南省,41,焦作市,08,马村区,04
河南省,41,焦作市,08,山阳区,11
河南省,41,焦作市,08,修武县,21
河南省,41,焦作市,08,博爱县,22
河南省,41,焦作市,08,武陟县,23
河南省,41,焦作市,08,温县,25
河南省,41,焦作市,08,济源市,81
河南省,41,焦作市,08,沁阳市,82
河南省,41,焦作市,08,孟州市,83
河南省,41,濮阳市,09,市辖区,01
河南省,41,濮阳市,09,华龙区,02
河南省,41,濮阳市,09,清丰县,22
河南省,41,濮阳市,09,南乐县,23
河南省,41,濮阳市,09,范县,26
河南省,41,濮阳市,09,台前县,27
河南省,41,濮阳市,09,濮阳县,28
河南省,41,许昌市,10,市辖区,01
河南省,41,许昌市,10,魏都区,02
河南省,41,许昌市,10,许昌县,23
河南省,41,许昌市,10,鄢陵县,24
河南省,41,许昌市,10,襄城县,25
河南省,41,许昌市,10,禹州市,81
河南省,41,许昌市,10,长葛市,82
河南省,41,漯河市,11,市辖区,01
河南省,41,漯河市,11,源汇区,02
河南省,41,漯河市,11,郾城区,03
河南省,41,漯河市,11,召陵区,04
河南省,41,漯河市,11,舞阳县,21
河南省,41,漯河市,11,临颍县,22
河南省,41,三门峡市,12,市辖区,01
河南省,41,三门峡市,12,湖滨区,02
河南省,41,三门峡市,12,渑池县,21
河南省,41,三门峡市,12,陕县,22
河南省,41,三门峡市,12,卢氏县,24
河南省,41,三门峡市,12,义马市,81
河南省,41,三门峡市,12,灵宝市,82
河南省,41,南阳市,13,市辖区,01
河南省,41,南阳市,13,宛城区,02
河南省,41,南阳市,13,卧龙区,03
河南省,41,南阳市,13,南召县,21
河南省,41,南阳市,13,方城县,22
河南省,41,南阳市,13,西峡县,23
河南省,41,南阳市,13,镇平县,24
河南省,41,南阳市,13,内乡县,25
河南省,41,南阳市,13,淅川县,26
河南省,41,南阳市,13,社旗县,27
河南省,41,南阳市,13,唐河县,28
河南省,41,南阳市,13,新野县,29
河南省,41,南阳市,13,桐柏县,30
河南省,41,南阳市,13,邓州市,81
河南省,41,商丘市,14,市辖区,01
河南省,41,商丘市,14,梁园区,02
河南省,41,商丘市,14,睢阳区,03
河南省,41,商丘市,14,民权县,21
河南省,41,商丘市,14,睢县,22
河南省,41,商丘市,14,宁陵县,23
河南省,41,商丘市,14,柘城县,24
河南省,41,商丘市,14,虞城县,25
河南省,41,商丘市,14,夏邑县,26
河南省,41,商丘市,14,永城市,81
河南省,41,信阳市,15,市辖区,01
河南省,41,信阳市,15,师河区,02
河南省,41,信阳市,15,平桥区,03
河南省,41,信阳市,15,罗山县,21
河南省,41,信阳市,15,光山县,22
河南省,41,信阳市,15,新县,23
河南省,41,信阳市,15,商城县,24
河南省,41,信阳市,15,固始县,25
河南省,41,信阳市,15,潢川县,26
河南省,41,信阳市,15,淮滨县,27
河南省,41,信阳市,15,息县,28
河南省,41,周口市,16,市辖区,01
河南省,41,周口市,16,川汇区,02
河南省,41,周口市,16,扶沟县,21
河南省,41,周口市,16,西华县,22
河南省,41,周口市,16,商水县,23
河南省,41,周口市,16,沈丘县,24
河南省,41,周口市,16,郸城县,25
河南省,41,周口市,16,淮阳县,26
河南省,41,周口市,16,太康县,27
河南省,41,周口市,16,鹿邑县,28
河南省,41,周口市,16,项城市,81
河南省,41,驻马店市,17,市辖区,01
河南省,41,驻马店市,17,驿城区,02
河南省,41,驻马店市,17,西平县,21
河南省,41,驻马店市,17,上蔡县,22
河南省,41,驻马店市,17,平舆县,23
河南省,41,驻马店市,17,正阳县,24
河南省,41,驻马店市,17,确山县,25
河南省,41,驻马店市,17,泌阳县,26
河南省,41,驻马店市,17,汝南县,27
河南省,41,驻马店市,17,遂平县,28
河南省,41,驻马店市,17,新蔡县,29
河南省,41,济源市,18,济水区,01
河南省,41,济源市,18,双桥区,02
河南省,41,济源市,18,天坛区,03
河南省,41,济源市,18,北海区,04
湖北省,42,武汉市,01,市辖区,01
湖北省,42,武汉市,01,江岸区,02
湖北省,42,武汉市,01,江汉区,03
湖北省,42,武汉市,01,硚口区,04
湖北省,42,武汉市,01,汉阳区,05
湖北省,42,武汉市,01,武昌区,06
湖北省,42,武汉市,01,青山区,07
湖北省,42,武汉市,01,洪山区,11
湖北省,42,武汉市,01,东西湖区,12
湖北省,42,武汉市,01,汉南区,13
湖北省,42,武汉市,01,蔡甸区,14
湖北省,42,武汉市,01,江夏区,15
湖北省,42,武汉市,01,黄陂区,16
湖北省,42,武汉市,01,新洲区,17
湖北省,42,黄石市,02,市辖区,01
湖北省,42,黄石市,02,黄石港区,02
湖北省,42,黄石市,02,西塞山区,03
湖北省,42,黄石市,02,下陆区,04
湖北省,42,黄石市,02,铁山区,05
湖北省,42,黄石市,02,阳新县,22
湖北省,42,黄石市,02,大冶市,81
湖北省,42,十堰市,03,市辖区,01
湖北省,42,十堰市,03,茅箭区,02
湖北省,42,十堰市,03,张湾区,03
湖北省,42,十堰市,03,郧县,21
湖北省,42,十堰市,03,郧西县,22
湖北省,42,十堰市,03,竹山县,23
湖北省,42,十堰市,03,竹溪县,24
湖北省,42,十堰市,03,房县,25
湖北省,42,十堰市,03,丹江口市,81
湖北省,42,宜昌市,05,市辖区,01
湖北省,42,宜昌市,05,西陵区,02
湖北省,42,宜昌市,05,伍家岗区,03
湖北省,42,宜昌市,05,点军区,04
湖北省,42,宜昌市,05,猇亭区,05
湖北省,42,宜昌市,05,夷陵区,06
湖北省,42,宜昌市,05,远安县,25
湖北省,42,宜昌市,05,兴山县,26
湖北省,42,宜昌市,05,秭归县,27
湖北省,42,宜昌市,05,长阳土家族自治县,28
湖北省,42,宜昌市,05,五峰土家族自治县,29
湖北省,42,宜昌市,05,宜都市,81
湖北省,42,宜昌市,05,当阳市,82
湖北省,42,宜昌市,05,枝江市,83
湖北省,42,襄樊市,06,市辖区,01
湖北省,42,襄樊市,06,襄城区,02
湖北省,42,襄樊市,06,樊城区,06
湖北省,42,襄樊市,06,襄阳区,07
湖北省,42,襄樊市,06,南漳县,24
湖北省,42,襄樊市,06,谷城县,25
湖北省,42,襄樊市,06,保康县,26
湖北省,42,襄樊市,06,老河口市,82
湖北省,42,襄樊市,06,枣阳市,83
湖北省,42,襄樊市,06,宜城市,84
湖北省,42,鄂州市,07,市辖区,01
湖北省,42,鄂州市,07,梁子湖区,02
湖北省,42,鄂州市,07,华容区,03
湖北省,42,鄂州市,07,鄂城区,04
湖北省,42,荆门市,08,市辖区,01
湖北省,42,荆门市,08,东宝区,02
湖北省,42,荆门市,08,掇刀区,04
湖北省,42,荆门市,08,京山县,21
湖北省,42,荆门市,08,沙洋县,22
湖北省,42,荆门市,8,钟祥市,81
湖北省,42,孝感市,09,市辖区,01
湖北省,42,孝感市,09,孝南区,02
湖北省,42,孝感市,09,孝昌县,21
湖北省,42,孝感市,09,大悟县,22
湖北省,42,孝感市,09,云梦县,23
湖北省,42,孝感市,09,应城市,81
湖北省,42,孝感市,09,安陆市,82
湖北省,42,孝感市,09,汉川市,84
湖北省,42,荆州市,10,市辖区,01
湖北省,42,荆州市,10,沙市区,02
湖北省,42,荆州市,10,荆州区,03
湖北省,42,荆州市,10,公安县,22
湖北省,42,荆州市,10,监利县,23
湖北省,42,荆州市,10,江陵县,24
湖北省,42,荆州市,10,石首市,81
湖北省,42,荆州市,10,洪湖市,83
湖北省,42,荆州市,10,松滋市,87
湖北省,42,黄冈市,11,市辖区,01
湖北省,42,黄冈市,11,黄州区,02
湖北省,42,黄冈市,11,团风县,21
湖北省,42,黄冈市,11,红安县,22
湖北省,42,黄冈市,11,罗田县,23
湖北省,42,黄冈市,11,英山县,24
湖北省,42,黄冈市,11,浠水县,25
湖北省,42,黄冈市,11,蕲春县,26
湖北省,42,黄冈市,11,黄梅县,27
湖北省,42,黄冈市,11,麻城市,81
湖北省,42,黄冈市,11,武穴市,82
湖北省,42,咸宁市,12,市辖区,01
湖北省,42,咸宁市,12,咸安区,02
湖北省,42,咸宁市,12,嘉鱼县,21
湖北省,42,咸宁市,12,通城县,22
湖北省,42,咸宁市,12,崇阳县,23
湖北省,42,咸宁市,12,通山县,24
湖北省,42,咸宁市,12,赤壁市,81
湖北省,42,随州市,13,市辖区,01
湖北省,42,随州市,13,曾都区,02
湖北省,42,随州市,13,广水市,81
湖北省,42,恩施土家族苗族自治州,28,恩施市,01
湖北省,42,恩施土家族苗族自治州,28,利川市,02
湖北省,42,恩施土家族苗族自治州,28,建始县,22
湖北省,42,恩施土家族苗族自治州,28,巴东县,23
湖北省,42,恩施土家族苗族自治州,28,宣恩县,25
湖北省,42,恩施土家族苗族自治州,28,咸丰县,26
湖北省,42,恩施土家族苗族自治州,28,来凤县,27
湖北省,42,恩施土家族苗族自治州,28,鹤峰县,28
湖北省,42,省直辖行政单位,90,仙桃市,04
湖北省,42,省直辖行政单位,90,潜江市,05
湖北省,42,省直辖行政单位,90,天门市,06
湖北省,42,省直辖行政单位,90,神农架林区,21
湖南省,43,长沙市,01,市辖区,01
湖南省,43,长沙市,01,芙蓉区,02
湖南省,43,长沙市,01,天心区,03
湖南省,43,长沙市,01,岳麓区,04
湖南省,43,长沙市,01,开福区,05
湖南省,43,长沙市,01,雨花区,11
湖南省,43,长沙市,01,长沙县,21
湖南省,43,长沙市,01,望城县,22
湖南省,43,长沙市,01,宁乡县,24
湖南省,43,长沙市,01,浏阳市,81
湖南省,43,株洲市,02,市辖区,01
湖南省,43,株洲市,02,荷塘区,02
湖南省,43,株洲市,02,芦淞区,03
湖南省,43,株洲市,02,石峰区,04
湖南省,43,株洲市,02,天元区,11
湖南省,43,株洲市,02,株洲县,21
湖南省,43,株洲市,02,攸县,23
湖南省,43,株洲市,02,茶陵县,24
湖南省,43,株洲市,02,炎陵县,25
湖南省,43,株洲市,02,醴陵市,81
湖南省,43,湘潭市,03,市辖区,01
湖南省,43,湘潭市,03,雨湖区,02
湖南省,43,湘潭市,03,岳塘区,04
湖南省,43,湘潭市,03,湘潭县,21
湖南省,43,湘潭市,03,湘乡市,81
湖南省,43,湘潭市,03,韶山市,82
湖南省,43,衡阳市,04,市辖区,01
湖南省,43,衡阳市,04,珠晖区,05
湖南省,43,衡阳市,04,雁峰区,06
湖南省,43,衡阳市,04,石鼓区,07
湖南省,43,衡阳市,04,蒸湘区,08
湖南省,43,衡阳市,04,南岳区,12
湖南省,43,衡阳市,04,衡阳县,21
湖南省,43,衡阳市,04,衡南县,22
湖南省,43,衡阳市,04,衡山县,23
湖南省,43,衡阳市,04,衡东县,24
湖南省,43,衡阳市,04,祁东县,26
湖南省,43,衡阳市,04,耒阳市,81
湖南省,43,衡阳市,04,常宁市,82
湖南省,43,邵阳市,05,市辖区,01
湖南省,43,邵阳市,05,双清区,02
湖南省,43,邵阳市,05,大祥区,03
湖南省,43,邵阳市,05,北塔区,11
湖南省,43,邵阳市,05,邵东县,21
湖南省,43,邵阳市,05,新邵县,22
湖南省,43,邵阳市,05,邵阳县,23
湖南省,43,邵阳市,05,隆回县,24
湖南省,43,邵阳市,05,洞口县,25
湖南省,43,邵阳市,05,绥宁县,27
湖南省,43,邵阳市,05,新宁县,28
湖南省,43,邵阳市,05,城步苗族自治县,29
湖南省,43,邵阳市,05,武冈市,81
湖南省,43,岳阳市,06,市辖区,01
湖南省,43,岳阳市,06,岳阳楼区,02
湖南省,43,岳阳市,06,云溪区,03
湖南省,43,岳阳市,06,君山区,11
湖南省,43,岳阳市,06,岳阳县,21
湖南省,43,岳阳市,06,华容县,23
湖南省,43,岳阳市,06,湘阴县,24
湖南省,43,岳阳市,06,平江县,26
湖南省,43,岳阳市,06,汨罗市,81
湖南省,43,岳阳市,06,临湘市,82
湖南省,43,常德市,07,市辖区,01
湖南省,43,常德市,07,武陵区,02
湖南省,43,常德市,07,鼎城区,03
湖南省,43,常德市,07,安乡县,21
湖南省,43,常德市,07,汉寿县,22
湖南省,43,常德市,07,澧县,23
湖南省,43,常德市,07,临澧县,24
湖南省,43,常德市,07,桃源县,25
湖南省,43,常德市,07,石门县,26
湖南省,43,常德市,07,津市市,81
湖南省,43,张家界市,08,市辖区,01
湖南省,43,张家界市,08,永定区,02
湖南省,43,张家界市,08,武陵源区,11
湖南省,43,张家界市,08,慈利县,21
湖南省,43,张家界市,08,桑植县,22
湖南省,43,益阳市,09,市辖区,01
湖南省,43,益阳市,09,资阳区,02
湖南省,43,益阳市,09,赫山区,03
湖南省,43,益阳市,09,南县,21
湖南省,43,益阳市,09,桃江县,22
湖南省,43,益阳市,09,安化县,23
湖南省,43,益阳市,09,沅江市,81
湖南省,43,郴州市,10,市辖区,01
湖南省,43,郴州市,10,北湖区,02
湖南省,43,郴州市,10,苏仙区,03
湖南省,43,郴州市,10,桂阳县,21
湖南省,43,郴州市,10,宜章县,22
湖南省,43,郴州市,10,永兴县,23
湖南省,43,郴州市,10,嘉禾县,24
湖南省,43,郴州市,10,临武县,25
湖南省,43,郴州市,10,汝城县,26
湖南省,43,郴州市,10,桂东县,27
湖南省,43,郴州市,10,安仁县,28
湖南省,43,郴州市,10,资兴市,81
湖南省,43,永州市,11,市辖区,01
湖南省,43,永州市,11,芝山区,02
湖南省,43,永州市,11,冷水滩区,03
湖南省,43,永州市,11,祁阳县,21
湖南省,43,永州市,11,东安县,22
湖南省,43,永州市,11,双牌县,23
湖南省,43,永州市,11,道县,24
湖南省,43,永州市,11,江永县,25
湖南省,43,永州市,11,宁远县,26
湖南省,43,永州市,11,蓝山县,27
湖南省,43,永州市,11,新田县,28
湖南省,43,永州市,11,江华瑶族自治县,29
湖南省,43,怀化市,12,市辖区,01
湖南省,43,怀化市,12,鹤城区,02
湖南省,43,怀化市,12,中方县,21
湖南省,43,怀化市,12,沅陵县,22
湖南省,43,怀化市,12,辰溪县,23
湖南省,43,怀化市,12,溆浦县,24
湖南省,43,怀化市,12,会同县,25
湖南省,43,怀化市,12,麻阳苗族自治县,26
湖南省,43,怀化市,12,新晃侗族自治县,27
湖南省,43,怀化市,12,芷江侗族自治县,28
湖南省,43,怀化市,12,靖州苗族侗族自治县,29
湖南省,43,怀化市,12,通道侗族自治县,30
湖南省,43,怀化市,12,洪江市,81
湖南省,43,娄底市,13,市辖区,01
湖南省,43,娄底市,13,娄星区,02
湖南省,43,娄底市,13,双峰县,21
湖南省,43,娄底市,13,新化县,22
湖南省,43,娄底市,13,冷水江市,81
湖南省,43,娄底市,13,涟源市,82
湖南省,43,湘西土家族苗族自治州,31,吉首市,01
湖南省,43,湘西土家族苗族自治州,31,泸溪县,22
湖南省,43,湘西土家族苗族自治州,31,凤凰县,23
湖南省,43,湘西土家族苗族自治州,31,花垣县,24
湖南省,43,湘西土家族苗族自治州,31,保靖县,25
湖南省,43,湘西土家族苗族自治州,31,古丈县,26
湖南省,43,湘西土家族苗族自治州,31,永顺县,27
湖南省,43,湘西土家族苗族自治州,31,龙山县,30
广东省,44,广州市,01,市辖区,01
广东省,44,广州市,01,东山区,02
广东省,44,广州市,01,荔湾区,03
广东省,44,广州市,01,越秀区,04
广东省,44,广州市,01,海珠区,05
广东省,44,广州市,01,天河区,06
广东省,44,广州市,01,芳村区,07
广东省,44,广州市,01,白云区,11
广东省,44,广州市,01,黄埔区,12
广东省,44,广州市,01,番禺区,13
广东省,44,广州市,01,花都区,14
广东省,44,广州市,01,增城市,83
广东省,44,广州市,01,从化市,84
广东省,44,韶关市,02,市辖区,01
广东省,44,韶关市,02,武江区,02
广东省,44,韶关市,02,浈江区,03
广东省,44,韶关市,02,曲江区,04
广东省,44,韶关市,02,始兴县,22
广东省,44,韶关市,02,仁化县,24
广东省,44,韶关市,02,翁源县,29
广东省,44,韶关市,02,乳源瑶族自治县,32
广东省,44,韶关市,02,新丰县,33
广东省,44,韶关市,02,乐昌市,81
广东省,44,韶关市,02,南雄市,82
广东省,44,深圳市,03,市辖区,01
广东省,44,深圳市,03,罗湖区,03
广东省,44,深圳市,03,福田区,04
广东省,44,深圳市,03,南山区,05
广东省,44,深圳市,03,宝安区,06
广东省,44,深圳市,03,龙岗区,07
广东省,44,深圳市,03,盐田区,08
广东省,44,深圳市,03,光明新区,16
广东省,44,深圳市,03,坪山新区,17
广东省,44,深圳市,03,龙华新区,26
广东省,44,深圳市,03,大鹏新区,27
广东省,44,珠海市,04,市辖区,01
广东省,44,珠海市,04,香洲区,02
广东省,44,珠海市,04,斗门区,03
广东省,44,珠海市,04,金湾区,04
广东省,44,汕头市,05,市辖区,01
广东省,44,汕头市,05,龙湖区,07
广东省,44,汕头市,05,金平区,11
广东省,44,汕头市,05,濠江区,12
广东省,44,汕头市,05,潮阳区,13
广东省,44,汕头市,05,潮南区,14
广东省,44,汕头市,05,澄海区,15
广东省,44,汕头市,05,南澳县,23
广东省,44,佛山市,06,市辖区,01
广东省,44,佛山市,06,禅城区,04
广东省,44,佛山市,06,南海区,05
广东省,44,佛山市,06,顺德区,06
广东省,44,佛山市,06,三水区,07
广东省,44,佛山市,06,高明区,08
广东省,44,江门市,07,市辖区,01
广东省,44,江门市,07,蓬江区,03
广东省,44,江门市,07,江海区,04
广东省,44,江门市,07,新会区,05
广东省,44,江门市,07,台山市,81
广东省,44,江门市,07,开平市,83
广东省,44,江门市,07,鹤山市,84
广东省,44,江门市,07,恩平市,85
广东省,44,湛江市,08,市辖区,01
广东省,44,湛江市,08,赤坎区,02
广东省,44,湛江市,08,霞山区,03
广东省,44,湛江市,08,坡头区,04
广东省,44,湛江市,08,麻章区,11
广东省,44,湛江市,08,遂溪县,23
广东省,44,湛江市,08,徐闻县,25
广东省,44,湛江市,08,廉江市,81
广东省,44,湛江市,08,雷州市,82
广东省,44,湛江市,08,吴川市,83
广东省,44,茂名市,09,市辖区,01
广东省,44,茂名市,09,茂南区,02
广东省,44,茂名市,09,茂港区,03
广东省,44,茂名市,09,电白县,23
广东省,44,茂名市,09,高州市,81
广东省,44,茂名市,09,化州市,82
广东省,44,茂名市,09,信宜市,83
广东省,44,肇庆市,12,市辖区,01
广东省,44,肇庆市,12,端州区,02
广东省,44,肇庆市,12,鼎湖区,03
广东省,44,肇庆市,12,广宁县,23
广东省,44,肇庆市,12,怀集县,24
广东省,44,肇庆市,12,封开县,25
广东省,44,肇庆市,12,德庆县,26
广东省,44,肇庆市,12,高要市,83
广东省,44,肇庆市,12,四会市,84
广东省,44,惠州市,13,市辖区,01
广东省,44,惠州市,13,惠城区,02
广东省,44,惠州市,13,惠阳区,03
广东省,44,惠州市,13,博罗县,22
广东省,44,惠州市,13,惠东县,23
广东省,44,惠州市,13,龙门县,24
广东省,44,梅州市,14,市辖区,01
广东省,44,梅州市,14,梅江区,02
广东省,44,梅州市,14,梅县,21
广东省,44,梅州市,14,大埔县,22
广东省,44,梅州市,14,丰顺县,23
广东省,44,梅州市,14,五华县,24
广东省,44,梅州市,14,平远县,26
广东省,44,梅州市,14,蕉岭县,27
广东省,44,梅州市,14,兴宁市,81
广东省,44,汕尾市,15,市辖区,01
广东省,44,汕尾市,15,城区,02
广东省,44,汕尾市,15,海丰县,21
广东省,44,汕尾市,15,陆河县,23
广东省,44,汕尾市,15,陆丰市,81
广东省,44,河源市,16,市辖区,01
广东省,44,河源市,16,源城区,02
广东省,44,河源市,16,紫金县,21
广东省,44,河源市,16,龙川县,22
广东省,44,河源市,16,连平县,23
广东省,44,河源市,16,和平县,24
广东省,44,河源市,16,东源县,25
广东省,44,阳江市,17,市辖区,01
广东省,44,阳江市,17,江城区,02
广东省,44,阳江市,17,阳西县,21
广东省,44,阳江市,17,阳东县,23
广东省,44,阳江市,17,阳春市,81
广东省,44,清远市,18,市辖区,01
广东省,44,清远市,18,清城区,02
广东省,44,清远市,18,佛冈县,21
广东省,44,清远市,18,阳山县,23
广东省,44,清远市,18,连山壮族瑶族自治县,25
广东省,44,清远市,18,连南瑶族自治县,26
广东省,44,清远市,18,清新县,27
广东省,44,清远市,18,英德市,81
广东省,44,清远市,18,连州市,82
广东省,44,东莞市,19,石碣,01
广东省,44,东莞市,19,石龙,02
广东省,44,东莞市,19,茶山,03
广东省,44,东莞市,19,石排,04
广东省,44,东莞市,19,企石,05
广东省,44,东莞市,19,横沥,06
广东省,44,东莞市,19,桥头,07
广东省,44,东莞市,19,谢岗,08
广东省,44,东莞市,19,东坑,09
广东省,44,东莞市,19,常平,10
广东省,44,东莞市,19,寮步,11
广东省,44,东莞市,19,大朗,12
广东省,44,东莞市,19,黄江,13
广东省,44,东莞市,19,清溪,14
广东省,44,东莞市,19,塘厦,15
广东省,44,东莞市,19,凤岗,16
广东省,44,东莞市,19,长安,17
广东省,44,东莞市,19,虎门,18
广东省,44,东莞市,19,厚街,19
广东省,44,东莞市,19,沙田,20
广东省,44,东莞市,19,道滘,21
广东省,44,东莞市,19,洪梅,22
广东省,44,东莞市,19,麻涌,23
广东省,44,东莞市,19,中堂,24
广东省,44,东莞市,19,高埗,25
广东省,44,东莞市,19,樟木头,26
广东省,44,东莞市,19,大岭山,27
广东省,44,东莞市,19,望牛墩,28
广东省,44,东莞市,19,东城区,29
广东省,44,东莞市,19,南城区,30
广东省,44,东莞市,19,万江区,31
广东省,44,东莞市,19,莞城区,32
广东省,44,中山市,20,石岐区,01
广东省,44,中山市,20,东区,02
广东省,44,中山市,20,西区,03
广东省,44,中山市,20,南区,04
广东省,44,中山市,20,火炬区,05
广东省,44,中山市,20,五桂山区,06
广东省,44,潮州市,51,市辖区,01
广东省,44,潮州市,51,湘桥区,02
广东省,44,潮州市,51,潮安县,21
广东省,44,潮州市,51,饶平县,22
广东省,44,揭阳市,52,市辖区,01
广东省,44,揭阳市,52,榕城区,2
广东省,44,揭阳市,52,揭东县,21
广东省,44,揭阳市,52,揭西县,22
广东省,44,揭阳市,52,惠来县,24
广东省,44,揭阳市,52,普宁市,81
广东省,44,云浮市,53,市辖区,01
广东省,44,云浮市,53,云城区,02
广东省,44,云浮市,53,新兴县,21
广东省,44,云浮市,53,郁南县,22
广东省,44,云浮市,53,云安县,23
广东省,44,云浮市,53,罗定市,81
广东省,44,外省市,99,外省区,99
广西壮族自治区,45,南宁市,01,市辖区,01
广西壮族自治区,45,南宁市,01,兴宁区,02
广西壮族自治区,45,南宁市,01,青秀区,03
广西壮族自治区,45,南宁市,01,江南区,05
广西壮族自治区,45,南宁市,01,西乡塘区,07
广西壮族自治区,45,南宁市,01,良庆区,08
广西壮族自治区,45,南宁市,01,邕宁区,09
广西壮族自治区,45,南宁市,01,武鸣县,22
广西壮族自治区,45,南宁市,01,隆安县,23
广西壮族自治区,45,南宁市,01,马山县,24
广西壮族自治区,45,南宁市,01,上林县,25
广西壮族自治区,45,南宁市,01,宾阳县,26
广西壮族自治区,45,南宁市,01,横县,27
广西壮族自治区,45,柳州市,02,市辖区,01
广西壮族自治区,45,柳州市,02,城中区,02
广西壮族自治区,45,柳州市,02,鱼峰区,03
广西壮族自治区,45,柳州市,02,柳南区,04
广西壮族自治区,45,柳州市,02,柳北区,05
广西壮族自治区,45,柳州市,02,柳江县,21
广西壮族自治区,45,柳州市,02,柳城县,22
广西壮族自治区,45,柳州市,02,鹿寨县,23
广西壮族自治区,45,柳州市,02,融安县,24
广西壮族自治区,45,柳州市,02,融水苗族自治县,25
广西壮族自治区,45,柳州市,02,三江侗族自治县,26
广西壮族自治区,45,桂林市,03,市辖区,01
广西壮族自治区,45,桂林市,03,秀峰区,02
广西壮族自治区,45,桂林市,03,叠彩区,03
广西壮族自治区,45,桂林市,03,象山区,04
广西壮族自治区,45,桂林市,03,七星区,05
广西壮族自治区,45,桂林市,03,雁山区,11
广西壮族自治区,45,桂林市,03,阳朔县,21
广西壮族自治区,45,桂林市,03,临桂县,22
广西壮族自治区,45,桂林市,03,灵川县,23
广西壮族自治区,45,桂林市,03,全州县,24
广西壮族自治区,45,桂林市,03,兴安县,25
广西壮族自治区,45,桂林市,03,永福县,26
广西壮族自治区,45,桂林市,03,灌阳县,27
广西壮族自治区,45,桂林市,03,龙胜各族自治县,28
广西壮族自治区,45,桂林市,03,资源县,29
广西壮族自治区,45,桂林市,03,平乐县,30
广西壮族自治区,45,桂林市,03,荔蒲县,31
广西壮族自治区,45,桂林市,03,恭城瑶族自治县,32
广西壮族自治区,45,梧州市,04,市辖区,01
广西壮族自治区,45,梧州市,04,万秀区,03
广西壮族自治区,45,梧州市,04,蝶山区,04
广西壮族自治区,45,梧州市,04,长洲区,05
广西壮族自治区,45,梧州市,04,苍梧县,21
广西壮族自治区,45,梧州市,04,藤县,22
广西壮族自治区,45,梧州市,04,蒙山县,23
广西壮族自治区,45,梧州市,04,岑溪市,81
广西壮族自治区,45,北海市,05,市辖区,01
广西壮族自治区,45,北海市,05,海城区,02
广西壮族自治区,45,北海市,05,银海区,03
广西壮族自治区,45,北海市,05,铁山港区,12
广西壮族自治区,45,北海市,05,合浦县,21
广西壮族自治区,45,防城港市,06,市辖区,01
广西壮族自治区,45,防城港市,06,港口区,02
广西壮族自治区,45,防城港市,06,防城区,03
广西壮族自治区,45,防城港市,06,上思县,21
广西壮族自治区,45,防城港市,06,东兴市,81
广西壮族自治区,45,钦州市,07,市辖区,01
广西壮族自治区,45,钦州市,07,钦南区,02
广西壮族自治区,45,钦州市,07,钦北区,03
广西壮族自治区,45,钦州市,07,灵山县,21
广西壮族自治区,45,钦州市,07,浦北县,22
广西壮族自治区,45,贵港市,08,市辖区,01
广西壮族自治区,45,贵港市,08,港北区,02
广西壮族自治区,45,贵港市,08,港南区,03
广西壮族自治区,45,贵港市,08,覃塘区,04
广西壮族自治区,45,贵港市,08,平南县,21
广西壮族自治区,45,贵港市,08,桂平市,81
广西壮族自治区,45,玉林市,09,市辖区,01
广西壮族自治区,45,玉林市,09,玉州区,02
广西壮族自治区,45,玉林市,09,容县,21
广西壮族自治区,45,玉林市,09,陆川县,22
广西壮族自治区,45,玉林市,09,博白县,23
广西壮族自治区,45,玉林市,09,兴业县,24
广西壮族自治区,45,玉林市,09,北流市,81
广西壮族自治区,45,百色市,10,市辖区,01
广西壮族自治区,45,百色市,10,右江区,02
广西壮族自治区,45,百色市,10,田阳县,21
广西壮族自治区,45,百色市,10,田东县,22
广西壮族自治区,45,百色市,10,平果县,23
广西壮族自治区,45,百色市,10,德保县,24
广西壮族自治区,45,百色市,10,靖西县,25
广西壮族自治区,45,百色市,10,那坡县,26
广西壮族自治区,45,百色市,10,凌云县,27
广西壮族自治区,45,百色市,10,乐业县,28
广西壮族自治区,45,百色市,10,田林县,29
广西壮族自治区,45,百色市,10,西林县,30
广西壮族自治区,45,百色市,10,隆林各族自治县,31
